COUNTY,MUNICIPALITY,CLASS,URL
Erie,Washington Township Pennsylvania,2nd Township,http://www.washtwp-franklin.org/
Erie,Waterford Township Pennsylvania,2nd Township,https://waterfordtownship.net/
Erie,Wayne Township Pennsylvania,2nd Township,https://waynetownshippa.net/
Fayette,Brownsville Township Pennsylvania,2nd Township,https://brownsvilletownship.org/
Fayette,Bullskin Township Pennsylvania,2nd Township,https://www.bullskintownshiphistoricalsociety.org/history_of_township
Fayette,Connellsville City Pennsylvania,City,https://www.connellsville.us/
Fayette,Connellsville Township Pennsylvania,2nd Township,https://cvilletwp.com/
Fayette,Dunbar Township Pennsylvania,2nd Township,https://www.dunbartownship.com/
Fayette,Franklin Township Pennsylvania,2nd Township,https://www.franklintownship.us/
Fayette,Georges Township Pennsylvania,2nd Township,http://www.fayettecountypa.org/154/Georges-Township
Fayette,German Township Pennsylvania,2nd Township,http://germantownship.org/
Fayette,Henry Clay Township Pennsylvania,2nd Township,https://www.henryclaytownship.com/
Fayette,Jefferson Township Pennsylvania,2nd Township,https://jeffersontownshippa.com/
Fayette,Lower Tyrone Township Pennsylvania,2nd Township,https://www.countyoffice.org/lower-tyrone-township-town-hall-dawson-pa-35a/
Fayette,Luzerne Township Pennsylvania,2nd Township,https://luzerneborough.org/
Fayette,Menallen Township Pennsylvania,2nd Township,https://www.adamscountypa.gov/municipalities/menallentownship
Fayette,Nicholson Township Pennsylvania,2nd Township,https://www.nicholsonheritage.org/nicholson/
Fayette,North Union Township Pennsylvania,2nd Township,http://northuniontownship-pa.gov/
Fayette,Perry Township Pennsylvania,2nd Township,https://www.perrytownshipberkscounty.com/
Fayette,Redstone Township Pennsylvania,2nd Township,https://www.redstonetownship.com/
Fayette,Saltlick Township Pennsylvania,2nd Township,http://saltlicktownship.net/
Fayette,South Union Township Pennsylvania,2nd Township,https://www.southuniontwp.com/
Fayette,Springfield Township Pennsylvania,2nd Township,https://www.springfielddelco.org/
Fayette,Springhill Township Pennsylvania,2nd Township,https://www.co.greene.pa.us/Municipality-Springhill-Township
Fayette,Stewart Township Pennsylvania,2nd Township,https://www.fayettecountypa.org/157/Stewart-Wharton-Henry-Clay-Townships
Fayette,Uniontown City Pennsylvania,City,http://uniontowncity.com/
Fayette,Upper Tyrone Township Pennsylvania,2nd Township,http://uppertyronetwp.org/
Fayette,Washington Township Pennsylvania,2nd Township,http://www.washtwp-franklin.org/
Fayette,Wharton Township Pennsylvania,2nd Township,https://whartontownship.com/
Forest,Barnett Township Pennsylvania,2nd Township,https://www.jeffersoncountypa.com/departments/municipalities/
Forest,Green Township Pennsylvania,2nd Township,https://www.greenetownship.org/
Forest,Harmony Township Pennsylvania,2nd Township,https://harmonytwp.com/
Forest,Hickory Township Pennsylvania,2nd Township,https://www.hickorytownship.com/
Forest,Howe Township Pennsylvania,2nd Township,https://howetownship.com/
Forest,Jenks Township Pennsylvania,2nd Township,https://uspopulation.org/pennsylvania/forest-county/jenks/
Forest,Kingsley Township Pennsylvania,2nd Township,http://www.co.forest.pa.us/residents/kingsley_township.php
Forest,Tionesta Township Pennsylvania,2nd Township,http://www.co.forest.pa.us/residents/tionesta_township.php
Franklin,Antrim Township Pennsylvania,2nd Township,https://www.twp.antrim.pa.us/
Franklin,Fannett Township Pennsylvania,2nd Township,https://franklincountypa.gov/index.php?section=about_municipalities
Franklin,Greene Township Pennsylvania,2nd Township,https://www.greenetownship.org/
Franklin,Guilford Township Pennsylvania,2nd Township,https://www.guilfordtwp.us/
Franklin,Hamilton Township Pennsylvania,2nd Township,https://twphamilton.com/
Franklin,Letterkenny Township Pennsylvania,2nd Township,https://letterkennytownship.org/
Franklin,Lurgan Township Pennsylvania,2nd Township,http://www.lurgantownship.org/
Franklin,Metal  Township Pennsylvania,2nd Township,https://franklincountypa.gov/index.php?section=about_municipalities
Franklin,Montgomery Township Pennsylvania,2nd Township,https://www.montgomerytwp.org/
Franklin,Peters Township Pennsylvania,2nd Township,http://www.peterstownship.com/
Franklin,Quincy Township Pennsylvania,2nd Township,https://www.quincytwp.org/
Franklin,Southampton Township Pennsylvania,2nd Township,http://www.southamptontownship.org/
Franklin,St Thomas Township Pennsylvania,2nd Township,https://franklincountypa.gov/index.php?section=about_municipalities
Franklin,Warren Township Pennsylvania,2nd Township,http://warrentwp.org/
Franklin,Washington Township Pennsylvania,2nd Township,http://www.washtwp-franklin.org/
Fulton,Ayr Township Pennsylvania,2nd Township,https://co.fulton.pa.us/municipalities-ayr-township.php
Fulton,Belfast Township Pennsylvania,2nd Township,https://www.co.fulton.pa.us/municipalities-belfast-township.php
Fulton,Bethel Township Pennsylvania,2nd Township,https://www.betheltwp.com/
Fulton,Brush Creek Township Pennsylvania,2nd Township,https://www.co.fulton.pa.us/municipalities-brushcreek-township.php
Fulton,Dublin Township Pennsylvania,2nd Township,http://www.dublinborough.org/
Fulton,Licking Creek Township Pennsylvania,2nd Township,https://lickingcreektownship.org/
Fulton,Taylor Township Pennsylvania,2nd Township,https://taylortownship.org/
Fulton,Thompson Township Pennsylvania,2nd Township,https://www.citydirectory.us/borough-thompson-pennsylvania.html
Fulton,Todd Township Pennsylvania,2nd Township,https://www.co.fulton.pa.us/municipalities-todd-township.php
Fulton,Union Township Pennsylvania,2nd Township,https://uniontwp.com/
Fulton,Wells Township Pennsylvania,2nd Township,https://www.co.fulton.pa.us/municipalities-wells-township.php
Greene,Aleppo Township Pennsylvania,2nd Township,https://aleppotownship.com/
Greene,Center Township Pennsylvania,2nd Township,https://ctbos.com/
Greene,Cumberland Township Pennsylvania,2nd Township,http://cumberlandtownship.net/
Greene,Dunkard Township Pennsylvania,2nd Township,https://www.co.greene.pa.us/Municipality-Dunkard-Township
Greene,Franklin Township Pennsylvania,2nd Township,https://www.franklintownship.us/
Greene,Freeport Township Pennsylvania,2nd Township,https://www.co.greene.pa.us/Municipality-Freeport-Township
Greene,Gilmore Township Pennsylvania,2nd Township,https://www.co.greene.pa.us/Municipality-Gilmore-Township
Greene,Gray Township Pennsylvania,2nd Township,https://www.co.greene.pa.us/Municipality-Gray-Township
Greene,Greene Township Pennsylvania,2nd Township,https://www.greenetownship.org/
Greene,Jackson Township Pennsylvania,2nd Township,http://www.jacksontwp-pa.gov/
Greene,Jefferson Township Pennsylvania,2nd Township,https://jeffersontownshippa.com/
Greene,Monongahela Township Pennsylvania,2nd Township,https://montownship.org/
Greene,Morgan Township Pennsylvania,2nd Township,https://www.co.greene.pa.us/Municipality-Morgan-Township
Greene,Morris Township Pennsylvania,2nd Township,https://www.co.greene.pa.us/Municipality-Morris-Township
Greene,Perry Township Pennsylvania,2nd Township,https://www.co.greene.pa.us/Municipality-Perry-Township
Greene,Richhill Township Pennsylvania,2nd Township,https://www.co.greene.pa.us/Municipality-Richhill-Township
Greene,Springhill Township Pennsylvania,2nd Township,https://www.co.greene.pa.us/Municipality-Springhill-Township
Greene,Washington Township Pennsylvania,2nd Township,http://www.washtwp-franklin.org/
Greene,Wayne Township Pennsylvania,2nd Township,https://waynetownshippa.net/
Greene,Whiteley Township Pennsylvania,2nd Township,https://www.co.greene.pa.us/Municipality-Whiteley-Township
Huntingdon,Barree Township Pennsylvania,2nd Township,https://www.anamericanfamilyhistory.com/MD%20to%20PA%20to%20OH/Shaver's%20Creek.html
Huntingdon,Brady Township Pennsylvania,2nd Township,https://bradytwp.us/
Huntingdon,Carbon Township Pennsylvania,2nd Township,https://www.carboncountypa.gov/how_do_i/contact_us/county_municipalities.php
Huntingdon,Cass Township Pennsylvania,2nd Township,https://www.casstownship.org/
Huntingdon,Clay Township Pennsylvania,2nd Township,https://claytwp.com/
Huntingdon,Cromwell Township Pennsylvania,2nd Township,https://www.niche.com/places-to-live/cromwell-township-huntingdon-pa/
Huntingdon,Dublin Township Pennsylvania,2nd Township,http://www.dublinborough.org/
Huntingdon,Franklin Township Pennsylvania,2nd Township,https://www.franklintownship.us/
Huntingdon,Henderson Township Pennsylvania,2nd Township,https://hendersontownship.com/
Huntingdon,Hopewell Township Pennsylvania,2nd Township,https://hopewelltwp.com/
Huntingdon,Jackson Township Pennsylvania,2nd Township,http://www.jacksontwp-pa.gov/
Huntingdon,Juniata Township Pennsylvania,2nd Township,http://www.juniatatwp.com/
Huntingdon,Lincoln Township Pennsylvania,2nd Township,https://lincoln-twp.org/
Huntingdon,Logan Township Pennsylvania,2nd Township,https://www.logantownship-pa.gov/
Huntingdon,Miller Township Pennsylvania,2nd Township,https://perryco.org/municipality-information/
Huntingdon,Morris Township Pennsylvania,2nd Township,https://morristwpwashco.org/
Huntingdon,Oneida Township Pennsylvania,2nd Township,https://oneidatwp.com/110-2/
Huntingdon,Penn Township Pennsylvania,2nd Township,https://penntwp.org/
Huntingdon,Porter Township Pennsylvania,2nd Township,http://portertownshippa.com/
Huntingdon,Shirley Township Pennsylvania,2nd Township,https://www.niche.com/places-to-live/shirley-township-huntingdon-pa/
Huntingdon,Smithfield Township Pennsylvania,2nd Township,https://smithfieldtownship.com/
Huntingdon,Springfield Township Pennsylvania,2nd Township,https://www.springfielddelco.org/
Huntingdon,Spruce Creek Township Pennsylvania,2nd Township,https://www.niche.com/places-to-live/spruce-creek-township-huntingdon-pa/
Huntingdon,Tell Township Pennsylvania,2nd Township,http://www.pagenweb.org/~huntingdon/townships/tell/tell-history.htm
Huntingdon,Todd Township Pennsylvania,2nd Township,https://www.co.fulton.pa.us/municipalities-todd-township.php
Huntingdon,Union Township Pennsylvania,2nd Township,https://uniontwp.com/
Huntingdon,Walker Township Pennsylvania,2nd Township,http://walkertownship.com/walker-township/
Huntingdon,Warriors Mark Township Pennsylvania,2nd Township,https://warriorsmarktwp.com/
Huntingdon,West Township Pennsylvania,2nd Township,https://www.westtownpa.org/
Huntingdon,Wood Township Pennsylvania,2nd Township,https://www.huntingdondailynews.com/news/local/wood-township-supervisors-adopt-resolution/article_66269721-97ad-5834-963c-d772f6461df9.html
Indiana,Armstrong Township Pennsylvania,2nd Township,https://www.armstrongtwp.org/
Indiana,Banks Township Pennsylvania,2nd Township,https://www.carboncountychamber.org/community-info/
Indiana,Black Lick Township Pennsylvania,2nd Township,https://www.niche.com/places-to-live/black-lick-township-indiana-pa/
Indiana,Brush Valley Township Pennsylvania,2nd Township,https://www.indianacountypa.gov/indiana-county-communities/
Indiana,Buffington Township Pennsylvania,2nd Township,https://www.niche.com/places-to-live/buffington-township-indiana-pa/
Indiana,Burrell Township Pennsylvania,2nd Township,https://www.niche.com/places-to-live/burrell-township-indiana-pa/
Indiana,Canoe Township Pennsylvania,2nd Township,https://www.yelp.com/city/canoe-township-pa-us
Indiana,Center Township Pennsylvania,2nd Township,https://ctbos.com/
Indiana,Cherryhill Township Pennsylvania,2nd Township,https://www.indianacountypa.gov/indiana-county-communities/
Indiana,Conemaugh Township Pennsylvania,2nd Township,https://www.contwpsupers.us/
Indiana,East Mahoning Township Pennsylvania,2nd Township,https://www.indianacountypa.gov/indiana-county-communities/
Indiana,East Wheatfield Township Pennsylvania,2nd Township,https://www.indianacountypa.gov/indiana-county-communities/
Indiana,Grant Township Pennsylvania,2nd Township,https://newrepublic.com/article/167163/grant-township-fracking-home-rule
Indiana,Green Township Pennsylvania,2nd Township,https://www.greenetownship.org/
Indiana,Montgomery Township Pennsylvania,2nd Township,https://www.montgomerytwp.org/
Indiana,North Mahoning Township Pennsylvania,2nd Township,https://www.indianacountypa.gov/indiana-county-communities/
Indiana,Pine Township Pennsylvania,2nd Township,https://twp.pine.pa.us/
Indiana,Rayne Township Pennsylvania,2nd Township,https://mms.indianacountychamber.us/ICCC/mp_RayneTownship
Indiana,South Mahoning Township Pennsylvania,2nd Township,https://www.indianacountypa.gov/indiana-county-communities/
Indiana,Washington Township Pennsylvania,2nd Township,http://www.washtwp-franklin.org/
Indiana,West Mahoning Township Pennsylvania,2nd Township,https://www.indianacountypa.gov/indiana-county-communities/
Indiana,West Wheatfield Township Pennsylvania,2nd Township,https://wwtownship.com/
Indiana,White Township Pennsylvania,2nd Township,https://www.whitetownship.org/
Indiana,Young Township Pennsylvania,2nd Township,http://www.youngtwpjeff.com/
Jefferson,Barnett Township Pennsylvania,2nd Township,https://www.jeffersoncountypa.com/departments/municipalities/
Jefferson,Beaver Township Pennsylvania,2nd Township,https://www.snydercounty.org/community-resources/municipalities/beaver-township%E2%80%8B/
Jefferson,Bell Township Pennsylvania,2nd Township,https://www.co.westmoreland.pa.us/905/Municipalities
Jefferson,Clover Township Pennsylvania,2nd Township,https://www.pa-roots.com/jefferson/townships/clover/history.html
Jefferson,Eldred Township Pennsylvania,2nd Township,http://www.eldredtwp.org/
Jefferson,Gaskill Township Pennsylvania,2nd Township,https://www.pa-roots.com/jefferson/townships/gaskill/history.html
Jefferson,Heath Township Pennsylvania,2nd Township,http://heathtwp.com/
Jefferson,Henderson Township Pennsylvania,2nd Township,https://hendersontownship.com/
Jefferson,Knox Township Pennsylvania,2nd Township,https://www.clarioncountyato.org/knox-township-officials-information.html
Jefferson,Mccalmont Township Pennsylvania,2nd Township,https://www.jeffersoncountypa.com/departments/municipalities/
Jefferson,Oliver Township Pennsylvania,2nd Township,https://perryco.org/municipality-information/
Jefferson,Perry Township Pennsylvania,2nd Township,https://www.perrytownshipberkscounty.com/
Jefferson,Pine Creek Township Pennsylvania,2nd Township,http://www.pinecreektownship.com/
Jefferson,Polk Township Pennsylvania,2nd Township,https://polktwp.org/
Jefferson,Porter Township Pennsylvania,2nd Township,http://portertownshippa.com/
Jefferson,Ringgold Township Pennsylvania,2nd Township,https://www.ringgoldtownship.org/
Jefferson,Rose Township Pennsylvania,2nd Township,https://www.niche.com/places-to-live/rose-township-jefferson-pa/residents/
Jefferson,Snyder Township Pennsylvania,2nd Township,http://www.snydertwp.com/
Jefferson,Union Township Pennsylvania,2nd Township,https://uniontwp.com/
Jefferson,Warsaw Township Pennsylvania,2nd Township,https://www.pa-roots.com/jefferson/townships/warsaw/history.html
Jefferson,Washington Township Pennsylvania,2nd Township,http://www.washtwp-franklin.org/
Jefferson,Winslow Township Pennsylvania,2nd Township,https://www.jeffersoncountypa.com/departments/municipalities/
Jefferson,Young Township Pennsylvania,2nd Township,http://youngtownship.com/
Juniata,Beale Township Pennsylvania,2nd Township,https://itouchmap.com/?d=1216578&s=PA&f=civil
Juniata,Delaware Township Pennsylvania,2nd Township,https://delawaretownshippa.gov/
Juniata,Fayette Township Pennsylvania,2nd Township,https://www.north-fayette.com/
Juniata,Fermanagh Township Pennsylvania,2nd Township,https://www.niche.com/places-to-live/fermanagh-township-juniata-pa/
Juniata,Greenwood Township Pennsylvania,2nd Township,https://perryco.org/municipality-information/
Juniata,Lack Township Pennsylvania,2nd Township,https://freepages.rootsweb.com/~milliken/genealogy/alguss/lack.html
Juniata,Milford Township Pennsylvania,2nd Township,https://milfordtownship.org/
Juniata,Monroe Township Pennsylvania,2nd Township,http://www.monroetwp.net/
Juniata,Spruce Hill Township Pennsylvania,2nd Township,https://www.niche.com/places-to-live/spruce-hill-township-juniata-pa/
Juniata,Susquehanna Township Pennsylvania,2nd Township,https://www.susquehannatwp.com/
Juniata,Turbett Township Pennsylvania,2nd Township,https://www.gettyimages.com/photos/turbett-township-juniata-county-pennsylvania
Juniata,Tuscarora Township Pennsylvania,2nd Township,http://tuscaroratownship.org/
Juniata,Walker Township Pennsylvania,2nd Township,http://walkertownship.com/walker-township/
Lackawanna,Waverly Township (Abington Township) Pennsylvania,2nd Township,https://www.waverlytwp.com/
Lackawanna,Benton Township Pennsylvania,2nd Township,http://bentontwppa.org/
Lackawanna,Carbondale City Pennsylvania,City,https://www.carbondalepa.org/
Lackawanna,Carbondale Township Pennsylvania,2nd Township,https://www.carbondalepa.org/
Lackawanna,Clifton Township Pennsylvania,2nd Township,https://cliftontownship.com/
Lackawanna,Covington Township Pennsylvania,2nd Township,https://covingtontwp.org/
Lackawanna,Elmhurst Township Pennsylvania,2nd Township,https://www.lackawannacounty.org/government/departments/economic_development/municipal_contact_information.php
Lackawanna,Fell Township Pennsylvania,2nd Township,https://felltownship.com/
Lackawanna,Glenburn Township Pennsylvania,2nd Township,https://www.glenburntownship.org/
Lackawanna,Greenfield Township Pennsylvania,2nd Township,https://www.greenfieldtownshippa.gov/
Lackawanna,Jefferson Township Pennsylvania,2nd Township,https://jeffersontownshippa.com/
Lackawanna,Laplume Township Pennsylvania,2nd Township,https://www.laplumetownship.com/
Lackawanna,Madison Township Pennsylvania,2nd Township,https://madisontwppa.org/
Lackawanna,Newton Township Pennsylvania,2nd Township,http://newton-township.com/
Lackawanna,North Abington Township Pennsylvania,2nd Township,http://www.northabingtontownship.org/index.html
Lackawanna,Ransom Township Pennsylvania,2nd Township,http://ransomtownship.com/
Lackawanna,Roaring Brook Township Pennsylvania,2nd Township,https://www.roaringbrooktownship.org/
Lackawanna,Scott Township Pennsylvania,2nd Township,https://scott-twp.com/
Lackawanna,Scranton City Pennsylvania,City,https://scrantonpa.gov/
Lackawanna,South Abington Township Pennsylvania,2nd Township,https://southabingtonpa.gov/
Lackawanna,Spring Brook Township Pennsylvania,2nd Township,https://www.springbrooktownship.org/
Lackawanna,Thornhurst Township Pennsylvania,2nd Township,https://thornhursttwp.com/
Lackawanna,West Abington Township Pennsylvania,2nd Township,https://www.lackawannacounty.org/government/departments/economic_development/municipal_contact_information.php
Lancaster,Bart Township Pennsylvania,2nd Township,https://lancasteronline.com/news/regional/bart-township-board-pushes-to-have-enola-low-grade-trail-completed-by-end-of-2023/article_3e7f19fc-ccd5-11ec-afae-3374ca18c2b4.html
Lancaster,Brecknock Township Pennsylvania,2nd Township,http://brecknocktownship.us/
Lancaster,Caernarvon Township Pennsylvania,2nd Township,http://www.caernarvon.org/
Lancaster,Clay Township Pennsylvania,2nd Township,https://claytwp.com/
Lancaster,Colerain Township Pennsylvania,2nd Township,http://coleraintwppa.com/
Lancaster,Conestoga Township Pennsylvania,2nd Township,https://conestogatwp.com/
Lancaster,Conoy Township Pennsylvania,2nd Township,https://conoytownship.org/
Lancaster,Drumore Township Pennsylvania,2nd Township,http://www.drumoretownship.org/
Lancaster,Earl Township Pennsylvania,2nd Township,https://earltwpberks.com/
Lancaster,East Cocalico Township Pennsylvania,2nd Township,https://www.ect.town/
Lancaster,East Donegal Township Pennsylvania,2nd Township,https://eastdonegaltwp.com/
Lancaster,East Drumore Township Pennsylvania,2nd Township,https://eastdrumoretownship.org/
Lancaster,East Earl Township Pennsylvania,2nd Township,https://www.eastearltwp.org/
Lancaster,East Hempfield Township Pennsylvania,2nd Township,https://www.easthempfield.org/
Lancaster,East Lampeter Township Pennsylvania,2nd Township,https://eastlampetertownship.org/
Lancaster,Eden Township Pennsylvania,2nd Township,https://www.edentownship.org/
Lancaster,Elizabeth Township Pennsylvania,2nd Township,https://elizabethtownship.net/
Lancaster,Ephrata Township Pennsylvania,2nd Township,https://ephratatownship.org/
Lancaster,Fulton Township Pennsylvania,2nd Township,https://www.fultontownship.com/
Lancaster,Lancaster City Pennsylvania,City,https://www.cityoflancasterpa.gov/
Lancaster,Lancaster Township Pennsylvania,2nd Township,https://www.twp.lancaster.pa.us/
Lancaster,Leacock Township Pennsylvania,2nd Township,https://www.leacocktwp.com/
Lancaster,Little Britain Township Pennsylvania,2nd Township,https://www.littlebritain.org/
Lancaster,Manheim Township Pennsylvania,1st Township,https://www.manheimtownship.org/
Lancaster,Manor Township Pennsylvania,2nd Township,https://manortownship.net/
Lancaster,Martic Township Pennsylvania,2nd Township,https://www.martictownship.com/
Lancaster,Mt Joy Township Pennsylvania,2nd Township,https://www.mtjoytwp.org/
Lancaster,Paradise Township Pennsylvania,2nd Township,https://www.paradisetownship.com/
Lancaster,Penn Township Pennsylvania,2nd Township,https://penntwp.org/
Lancaster,Pequea Township Pennsylvania,2nd Township,http://www.pequeatwp.org/
Lancaster,Providence Township Pennsylvania,2nd Township,http://providencetownship.com/
Lancaster,Rapho Township Pennsylvania,2nd Township,https://raphotownship.com/
Lancaster,Sadsbury Township Pennsylvania,2nd Township,https://sadsburytwp.org/
Lancaster,Salisbury Township Pennsylvania,2nd Township,https://www.salisburytownshippa.org/
Lancaster,Strasburg Township Pennsylvania,2nd Township,https://www.strasburgtownship.com/
Lancaster,Upper Leacock Township Pennsylvania,2nd Township,https://www.ultwp.com/
Lancaster,Warwick Township Pennsylvania,2nd Township,https://www.warwicktownship.org/
Lancaster,West Cocalico Township Pennsylvania,2nd Township,https://westcocalicotownship.com/
Lancaster,West Donegal Township Pennsylvania,2nd Township,http://wdtwp.com/
Lancaster,West Earl Township Pennsylvania,2nd Township,https://www.westearltwp.org/
Lancaster,West Hempfield Township Pennsylvania,2nd Township,https://westhempfield.org/
Lancaster,West Lampeter Township Pennsylvania,2nd Township,http://westlampeter.com/
Lawrence,Hickory Township Pennsylvania,2nd Township,https://www.hickorytownship.com/
Lawrence,Little Beaver Township Pennsylvania,2nd Township,https://www.niche.com/places-to-live/little-beaver-township-lawrence-pa/
Lawrence,Mahoning Township Pennsylvania,2nd Township,https://mahoningtownship.org/
Lawrence,Neshannock Township Pennsylvania,2nd Township,https://www.neshannock.org/
Lawrence,New Castle City Pennsylvania,City,https://www.newcastlepa.org/
Lawrence,North Beaver Township Pennsylvania,2nd Township,https://www.visitlawrencecounty.com/members/north-beaver-township/
Lawrence,Perry Township Pennsylvania,2nd Township,https://www.perrytownshipberkscounty.com/
Lawrence,Plain Grove Township Pennsylvania,2nd Township,http://plaingrovetwp.org/index.html
Lawrence,Pulaski Township Pennsylvania,2nd Township,https://pulaskitwpbeavercounty.org/history/
Lawrence,Scott Township Pennsylvania,2nd Township,https://scott-twp.com/
Lawrence,Shenango Township Pennsylvania,2nd Township,https://www.shenangotownship.org/
Lawrence,Slippery Rock Township Pennsylvania,2nd Township,https://srtwp.com/
Lawrence,Taylor Township Pennsylvania,2nd Township,https://taylortownship.org/
Lawrence,Union Township Pennsylvania,2nd Township,https://uniontwp.com/
Lawrence,Washington Township Pennsylvania,2nd Township,http://www.washtwp-franklin.org/
Lawrence,Wayne Township Pennsylvania,2nd Township,https://waynetownshippa.net/
Lawrence,Wilmington Township Pennsylvania,2nd Township,https://www.wilmingtontwp.net/
Lebanon,Annville Township Pennsylvania,1st Township,https://annvilletwp.com/
Lebanon,Bethel Township Pennsylvania,2nd Township,https://www.betheltwp.com/
Lebanon,Cold Spring Township Pennsylvania,2nd Township,http://www.stonyvalley.com/coldspring.html
Lebanon,East Hanover Township Pennsylvania,2nd Township,https://easthanovertwp.com/
Lebanon,Heidelberg Township Pennsylvania,2nd Township,https://heidelbergtownship.com/
Lebanon,Jackson Township Pennsylvania,2nd Township,http://www.jacksontwp-pa.gov/
Lebanon,Lebanon City Pennsylvania,City,https://www.lebanonpa.org/
Lebanon,Millcreek Township Pennsylvania,2nd Township,http://www.millcreektownship.com/
Lebanon,North Annville Township Pennsylvania,2nd Township,https://psatstwp.org/lebanon/nannville/index.php/officials/
Lebanon,North Cornwall Township Pennsylvania,2nd Township,https://www.nctown.org/
Lebanon,North Lebanon Township Pennsylvania,2nd Township,https://northlebanontwppa.gov/
Lebanon,North Londonderry Township Pennsylvania,2nd Township,https://www.nlondtwp.com/
Lebanon,South Annville Township Pennsylvania,2nd Township,https://www.southannville.com/
Lebanon,South Lebanon Township Pennsylvania,2nd Township,http://twp.south-lebanon.pa.us/
Lebanon,South Londonderry Township Pennsylvania,2nd Township,https://www.southlondonderry.org/
Lebanon,Swatara Township Pennsylvania,2nd Township,https://swataratwp.com/
Lebanon,Union Township Pennsylvania,2nd Township,https://uniontwp.com/
Lebanon,West Cornwall Township Pennsylvania,2nd Township,https://westcornwalltwp.com/
Lebanon,West Lebanon Township Pennsylvania,1st Township,https://westlebanonpa.gov/
Lehigh,Allentown City Pennsylvania,City,https://www.allentownpa.gov/
Lehigh,Hanover Township Pennsylvania,2nd Township,https://www.hanovertownship.org/
Lehigh,Heidelberg Township Pennsylvania,2nd Township,https://heidelbergtownship.com/
Lehigh,Lower Macungie Township Pennsylvania,1st Township,http://www.lowermac.com/
Lehigh,Lower Milford Township Pennsylvania,2nd Township,https://www.lowermilford.org/
Lehigh,Lowhill Township Pennsylvania,2nd Township,https://lowhilltwp.org/
Lehigh,Lynn Township Pennsylvania,2nd Township,https://www.lynntwp.org/
Lehigh,North Whitehall Township Pennsylvania,2nd Township,http://northwhitehall.org/
Lehigh,Salisbury Township Pennsylvania,1st Township,https://www.salisburytownshippa.org/
Lehigh,South Whitehall Township Pennsylvania,1st Township,https://www.southwhitehall.com/
Lehigh,Upper Macungie Township Pennsylvania,2nd Township,https://www.uppermac.org/
Lehigh,Upper Milford Township Pennsylvania,2nd Township,https://www.uppermilford.net/
Lehigh,Upper Saucon Township Pennsylvania,2nd Township,https://www.uppersaucon.org/
Lehigh,Washington Township Pennsylvania,2nd Township,http://www.washtwp-franklin.org/
Lehigh,Weisenberg Township Pennsylvania,2nd Township,http://www.weisenbergtownship.org/
Lehigh,Whitehall Township Pennsylvania,1st Township,http://www.whitehalltownship.org/
Luzerne,Bear Creek Township Pennsylvania,2nd Township,https://bearcreektownship.org/
Luzerne,Black Creek Township Pennsylvania,2nd Township,https://blackcreektownship.org/
Luzerne,Buck Township Pennsylvania,2nd Township,https://bucktownship.org/
Luzerne,Butler Township Pennsylvania,2nd Township,http://www.butlertownship.org/
Luzerne,Conyngham Township Pennsylvania,2nd Township,https://conynghamtownship.wordpress.com/
Luzerne,Dallas Township Pennsylvania,2nd Township,https://www.dallastwp.org/
Luzerne,Dennison Township Pennsylvania,2nd Township,https://www.dennisontwp.org/
Luzerne,Dorrance Township Pennsylvania,2nd Township,http://dorrancetwp.com/
Luzerne,Exeter Township Pennsylvania,2nd Township,https://www.exetertownship.com/
Luzerne,Fairmount Township Pennsylvania,2nd Township,https://censusreporter.org/profiles/06000US4207924752-fairmount-township-luzerne-county-pa/
Luzerne,Fairview Township Pennsylvania,2nd Township,https://www.fairviewtownship.com/
Luzerne,Foster Township Pennsylvania,2nd Township,https://www.fostertwp.org/
Luzerne,Franklin Township Pennsylvania,2nd Township,https://www.franklintownship.us/
Luzerne,Hanover Township Pennsylvania,1st Township,https://www.hanovertownship.org/
Luzerne,Hazle Township Pennsylvania,2nd Township,https://hazletownship.com/
Luzerne,Hazleton City Pennsylvania,City,https://www.hazletoncity.org/
Luzerne,Hollenback Township Pennsylvania,2nd Township,http://www.usgwarchives.net/pa/luzerne/1893hist/hollenba.htm
Luzerne,Hunlock Township Pennsylvania,2nd Township,https://www.niche.com/places-to-live/hunlock-township-luzerne-pa/
Luzerne,Huntington Township Pennsylvania,2nd Township,https://www.adamscountypa.gov/huntington-township
Luzerne,Jackson Township Pennsylvania,2nd Township,http://www.jacksontwp-pa.gov/
Luzerne,Jenkins Township Pennsylvania,2nd Township,http://jenkinstownship.net/
Luzerne,Kingston Township Pennsylvania,2nd Township,https://kingstontownship.com/
Luzerne,Lake Township Pennsylvania,2nd Township,https://laketwpwayne.com/
Luzerne,Lehman Township Pennsylvania,2nd Township,http://www.lehmantownship.com/
Luzerne,Nanticoke City Pennsylvania,City,https://www.nanticokecity.com/
Luzerne,Nescopeck Township Pennsylvania,2nd Township,http://nescopecktwp.org/
Luzerne,Newport Township Pennsylvania,1st Township,https://www.newporttownship.org/
Luzerne,Pittston City Pennsylvania,City,https://www.pittstoncity.org/
Luzerne,Pittston Township Pennsylvania,2nd Township,https://pittstontownship.org/
Luzerne,Plains Township Pennsylvania,1st Township,https://www.plainstownship.org/
Luzerne,Plymouth Township Pennsylvania,2nd Township,https://www.plymouthtownship.org/
Luzerne,Rice Township Pennsylvania,2nd Township,https://ricetwp.com/
Luzerne,Ross Township Pennsylvania,2nd Township,https://www.ross.pa.us/
